,artist,album,track_name,track_id,release_date,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
131,Kesha,Animal,Your Love Is My Drug,4AboqNl74jNDpJhPfqYDmj,2010,0.829,0.607,1,-3.876,1,0.0897,0.0,0.0986,0.766,120.044,187067,4
132,Kesha,Animal,TiK ToK,5OMwQFBcte0aWFJFqrr5oj,2010,0.755,0.832,2,-2.741,0,0.116,1.27e-06,0.291,0.735,120.032,199693,4
133,Kesha,Animal,Take It Off,3ubtdCmWZIuX8FuRv3S3KX,2010,0.725,0.672,5,-5.353,0,0.0283,0.00225,0.112,0.777,125.042,215200,4
134,Kesha,Animal,Blah Blah Blah (feat. 3OH!3),7jmqSz6yTrGWI1kNqNYI28,2010,0.752,0.832,10,-3.243,1,0.0971,0.000265,0.424,0.534,120.003,172053,4
135,Various Artists,Hannah Montana The Movie,You'll Always Find Your Way Back Home,12wSL3tGk3MtbDEhfG7xy3,2009-01-01,0.577,0.906,8,-3.673,1,0.0583,0.0,0.189,0.692,152.946,224187,4
136,Demi Lovato,Don't Forget,Trainwreck,2ow1Z8ytAYw72frfzCXIVB,2008-01-01,0.477,0.836,11,-3.846,1,0.0476,0.0,0.349,0.587,82.139,197480,4
137,LMFAO,Sorry For Party Rocking,Party Rock Anthem,0IkKz2J93C94Ei4BvDop7P,2011-01-01,0.75,0.727,5,-4.21,0,0.142,0.0,0.266,0.359,129.993,262173,4
138,Smash Mouth,Astro Lounge,All Star,3cfOd4CMv2snFaKAnMdnvK,1999-06-08,0.731,0.867,11,-5.881,1,0.032,0.0,0.0861,0.776,104.019,200373,4
139,Beyoncé,I AM...SASHA FIERCE,If I Were a Boy,26NX1wPt1TRCH536yocd6i,2008-11-14,0.632,0.518,6,-6.126,1,0.0313,0.0,0.354,0.427,90.007,249147,4
140,Iyaz,Replay,Replay,5vlEg2fT4cFWAqU5QptIpQ,2009-08-11,0.706,0.751,9,-6.323,1,0.0708,0.0,0.168,0.195,91.031,182307,4
141,Lady Gaga,The Fame Monster,Telephone,1IaYWv32nFFMdljBIjMY5T,2009-01-01,0.827,0.821,3,-5.864,1,0.0419,0.0015,0.115,0.684,122.017,220627,4
142,Katy Perry,Teenage Dream: The Complete Confection,California Gurls,6tS3XVuOyu10897O3ae7bi,2012-03-12,0.791,0.754,0,-3.729,1,0.0569,0.0,0.163,0.425,125.014,234653,4
143,Kelly Clarkson,Breakaway,Since U Been Gone,3xrn9i8zhNZsTtcoWgQEAd,2004-01-17,0.662,0.741,0,-5.406,1,0.0334,0.0303,0.114,0.404,131.0,188960,4
144,Natasha Bedingfield,Pocketful Of Sunshine,Pocketful of Sunshine,1uigwk5hNV84zRd5YQQRTk,2007-04-27,0.721,0.88,9,-3.896,0,0.0454,0.0,0.0769,0.655,110.021,202907,4
145,Vanilla Ice,Vanilla Ice Is Back! - Hip Hop Classics,Ice Ice Baby,3XVozq1aeqsJwpXrEZrDJ9,2008-11-04,0.979,0.792,2,-2.784,1,0.0388,7.71e-06,0.102,0.583,116.012,254467,4
146,Beyoncé,I Am...Tour Instrumentals,Single Ladies,5wwHdFmXAs8ysRSi242pDN,2011-02-01,0.631,0.834,4,-6.299,0,0.155,0.871,0.138,0.32,194.077,216640,4
147,Fergie,The Dutchess,Fergalicious,1D066zixBwqFYqBhKgdPzp,2006-09-13,0.906,0.583,8,-7.721,0,0.317,0.0,0.126,0.829,129.056,292373,4
148,Taylor Swift,Red,I Knew You Were Trouble.,72jCZdH0Lhg93z6Z4hBjgj,2012-10-22,0.622,0.469,3,-6.798,0,0.0363,2.25e-06,0.0398,0.679,77.019,217973,4
149,Kesha,Cannibal,Blow,5FQazQxWUHsJ8QDaXLdFzR,2010-11-19,0.752,0.73,11,-3.897,0,0.0412,3.62e-05,0.175,0.769,120.032,218825,4
150,Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,2010-10-05,0.635,0.841,5,-5.379,1,0.0422,0.0,0.0622,0.424,109.021,220734,4
151,WILLOW,Whip My Hair,Whip My Hair,2LXyM3mXlRPIJwqyIoFh6n,2010-10-26,0.543,0.981,9,-4.631,0,0.285,0.00759,0.447,0.671,162.786,193960,4
152,Gym Class Heroes,The Papercut Chronicles II,Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,2011-11-11,0.646,0.795,9,-3.293,1,0.0976,0.0,0.267,0.796,89.99,210960,4
153,Various Artists,Hannah Montana The Movie,Bless the Broken Road - Acoustic,25FjcKQ4IWvVnhqu4XUcpm,2009-01-01,0.603,0.36,0,-8.841,1,0.0309,0.0,0.233,0.347,122.021,234080,4
154,Selena,Enamorada de Ti,Bidi Bidi Bom Bom,3aD8zq34Ad0UHNemVq4PvZ,2012-01-01,0.542,0.884,10,-4.157,1,0.0479,3.63e-05,0.0467,0.951,180.094,254880,4
155,Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",Hips Don't Lie (feat. Wyclef Jean),3ZFTkvIE7kyPt6Nu3PEa7V,2005-11-28,0.778,0.824,10,-5.892,0,0.0707,0.0,0.405,0.758,100.024,218093,4
156,Selena Gomez & The Scene,When The Sun Goes Down,Hit The Lights,6ciLLh4TkPYDUfNxn2Z0KO,2011-01-01,0.56,0.88,7,-3.953,1,0.0567,0.0,0.299,0.573,129.97,194427,4
157,Lemonade Mouth,Lemonade Mouth,Here We Go,2GYOC7EBfXulEeezqHzhfZ,2011-01-01,0.551,0.938,2,-1.644,1,0.0985,4.11e-06,0.0273,0.595,149.92,172853,4
158,Cast Of 'Camp Rock 2',Camp Rock 2: The Final Jam,"It's On - From ""Camp Rock 2: The Final Jam""",5eEmVNuqo4oKDh9MDeCAmt,2010-01-01,0.61,0.944,11,-3.536,0,0.135,0.0,0.0668,0.916,150.056,242773,4
159,Selena Gomez,Stars Dance (Bonus Track Version),Stars Dance,2MTMeQZLVI9yiZIXsCbzGi,2013-01-01,0.443,0.886,4,-3.802,0,0.0921,0.0,0.111,0.26,109.966,217427,3
160,Lemonade Mouth,Lemonade Mouth,Livin' On a High Wire,5twtkwNqXqaz7gp9zZ4Db4,2011-01-01,0.526,0.919,7,-2.749,1,0.0496,1.11e-06,0.171,0.609,84.95,158653,4
161,iCarly & Victorious Casts,Leave It All To Shine (featuring Miranda Cosgrove & Victoria Justice),Leave It All To Shine (feat. Victoria Justice),6OaY4KX8ENVogGeMcDrvMx,2011-06-10,0.374,0.897,8,-3.426,1,0.123,0.0,0.0817,0.655,137.059,131187,4
162,Hannah Montana,Hannah Montana,"The Best of Both Worlds - From ""Hannah Montana""/Soundtrack Version",6Z0F3Mqj7tq1CBZo5qMlUg,2006-01-01,0.676,0.861,1,-3.645,1,0.0501,0.0,0.0613,0.681,124.031,174120,3
163,Sean Kingston,Beautiful Girls,Beautiful Girls,1hGy2eLcmC8eKx7qr1tOqx,2007-07-23,0.762,0.661,1,-6.075,0,0.0687,0.0,0.256,0.769,130.009,225373,4
164,Gwen Stefani,Love Angel Music Baby,Hollaback Girl,6RcQOut9fWL6FSqeIr5M1r,2004-10-27,0.918,0.918,10,-2.218,0,0.0954,5.35e-06,0.0243,0.882,110.024,199907,4
165,Soulja Boy,iSouljaBoyTellem,Kiss Me Thru The Phone,2q4rjDy9WhaN3o9MvDbO21,2008-01-01,0.758,0.712,7,-3.781,1,0.112,0.0,0.0677,0.795,149.998,193387,4
166,Britney Spears,In The Zone,Toxic,6I9VzXrHxO9rA9A5euc8Ak,2003-11-13,0.774,0.838,5,-3.914,0,0.114,0.025,0.242,0.924,143.04,198800,4
167,Lady Gaga,The Fame,Just Dance,1dzQoRqT5ucxXVaAhTcT0J,2008-01-01,0.822,0.739,1,-4.541,0,0.0311,4.26e-05,0.181,0.745,118.992,241933,4
168,Katy Perry,One Of The Boys,I Kissed A Girl,14iN3o8ptQ8cFVZTEmyQRV,2008-06-17,0.699,0.76,5,-3.173,1,0.0677,0.0,0.132,0.696,129.996,179640,4
169,Vanessa Carlton,Be Not Nobody,A Thousand Miles,5y69gQtK33qxb8a24ACkCy,2002-04-30,0.559,0.845,11,-3.871,1,0.0379,0.0,0.164,0.304,94.915,237493,4
170,Rihanna,Good Girl Gone Bad: Reloaded,Don't Stop The Music,62LHRv9uwSNlBmByQF5jdE,2007-03-31,0.844,0.659,6,-5.587,0,0.0626,8.07e-05,0.0523,0.54,122.683,267080,4
171,Rihanna,Good Girl Gone Bad: Reloaded,Umbrella,5i66xrvSh1MjjyDd6zcwgj,2007-03-31,0.581,0.827,1,-4.566,1,0.141,0.0,0.0522,0.549,174.013,275987,4
172,Lady Gaga,The Fame Monster (Explicit Version),Bad Romance,1CZOrmHUUjeDP7N2B4Ba6S,2009-01-01,0.696,0.921,0,-3.755,1,0.0363,5.24e-05,0.0842,0.714,119.001,294573,4
173,Beyoncé,Dangerously In Love,Crazy In Love (feat. Jay-Z),5IVuqXILoxVWvWEPm82Jxr,2003-06-24,0.646,0.77,2,-6.596,0,0.226,0.0,0.0715,0.681,99.165,236133,4
174,*NSYNC,No Strings Attached,Bye Bye Bye,62bOmKYxYg7dhrC6gH9vFn,2000-03-21,0.61,0.926,8,-4.843,0,0.0479,0.0012,0.0821,0.861,172.638,200400,4
175,5 Seconds of Summer,She Looks So Perfect,She Looks So Perfect,0BhZWr9gPZNlVdWWigvYA9,2014-01-01,0.495,0.959,1,-3.712,0,0.137,0.0,0.36,0.431,159.993,202496,4
176,Bruno Mars,Doo-Wops & Hooligans,Grenade,2tJulUYLDKOg9XrtVkMgcJ,2010-10-05,0.704,0.558,2,-7.273,0,0.0542,0.0,0.107,0.245,110.444,222091,4
177,T-Pain,Epiphany,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),2aIdVb8v9KTpEZnftkz2mD,2007-06-05,0.451,0.55,1,-8.137,1,0.262,0.0,0.0737,0.594,80.001,227960,4
178,Selena Gomez,"Shake It Up (From ""Shake It Up"")","Shake It Up - From ""Shake It Up""",1oLcpJA9TfwwejiEM9C5gi,2011-01-01,0.724,0.782,2,-7.407,0,0.0334,0.0,0.196,0.797,128.01,180827,4
179,Selena Gomez & The Scene,Kiss & Tell,Tell Me Something I Don't Know,6nhvIZeu7g6OsDCLj1DKLl,2009-01-01,0.71,0.935,7,-3.339,0,0.193,0.0,0.0593,0.914,145.063,175333,4
180,Various Artists,Teen Beach Movie,"Cruisin' for a Bruisin' - From ""Teen Beach Movie""/Soundtrack Version",5e3UWcbvTaF5CJWu81MqlQ,2013-01-01,0.585,0.911,11,-4.623,1,0.119,0.0,0.112,0.781,163.933,195733,4
181,Bridgit Mendler,Hello My Name Is...,Ready or Not,5xvUgoVED1F4mBu8FL0HaW,2012-01-01,0.715,0.872,2,-3.835,1,0.0509,3.84e-05,0.107,0.748,93.043,200947,4
182,Iggy Azalea,The New Classic (Deluxe Version),Fancy,3oiMJQAWVaxSubJ7b2VUtX,2014-01-01,0.912,0.716,10,-4.141,0,0.0697,0.0,0.0491,0.377,94.981,199938,4
183,Charli XCX,SUCKER,Boom Clap,094RugjgLW6CdPLOJctBZ3,2015-02-09,0.659,0.911,4,-2.28,1,0.0786,0.000304,0.191,0.576,91.999,169866,4
184,Lorde,Pure Heroine,Royals,2dLLR6qlu5UJ5gk0dKz0h3,2013-09-27,0.674,0.428,7,-9.504,1,0.122,0.0,0.132,0.337,84.878,190185,4
185,Alicia Keys,The Diary Of Alicia Keys,If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,2003-12-02,0.609,0.444,7,-9.129,1,0.106,6.86e-06,0.104,0.166,118.402,228707,3
186,Ed Sheeran,÷ (Deluxe),Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT,2017-03-03,0.461,0.834,2,-4.868,1,0.0989,1.14e-05,0.14,0.471,135.007,261154,4
187,Major Lazer,Cold Water,Cold Water,7zsXy7vlHdItvUSH8EwQss,2016-07-22,0.608,0.798,6,-5.092,0,0.0432,0.0,0.156,0.501,92.943,185360,4
188,High School Musical Cast,High School Musical 2 (Original Soundtrack),Fabulous,6jyXQ8HGI7ikECGA0670uo,2007-01-01,0.827,0.761,8,-5.185,1,0.138,0.0,0.0453,0.703,131.996,180693,4
189,Big Time Rush,BTR,Big Time Rush,5lEsM6qpuzuZwij6jIZPvP,2010-10-11,0.599,0.888,11,-2.931,0,0.0514,0.0,0.28,0.833,121.05,197587,4
190,Cast Of 'Camp Rock 2',Camp Rock 2: The Final Jam,"Fire - From ""Camp Rock 2: The Final Jam""",3xtJ0ELyByUQ64MMnny6U8,2010-01-01,0.709,0.945,8,-4.415,0,0.0794,0.0,0.145,0.676,120.076,181893,4
191,Melodyia Music,Now Or Never,Gotta Go My Own Way,6MmGGt46TqCOVFHuahd5Ai,2014-09-05,0.467,0.694,9,-4.984,1,0.0297,1.8e-05,0.247,0.308,88.902,214075,4
192,Various Artists,Teen Beach Movie,"Falling for Ya - From ""Teen Beach Movie""/Soundtrack Version",5hK2Ks25jW6aMmUAHpAN3F,2013-01-01,0.8,0.882,11,-4.436,0,0.0419,0.503,0.0247,0.964,129.94,192800,4
193,High School Musical Cast,High School Musical 2 (Original Soundtrack),I Don't Dance,6p6TjiJHc1kJQt5dXzkdrs,2007-01-01,0.804,0.88,9,-5.061,0,0.0933,0.0,0.226,0.682,104.111,217240,4
194,High School Musical Cast,High School Musical: Be Mine,"You Are the Music in Me - From ""High School Musical 2""/Soundtrack Version",4QjtDLNwfcniKaGrQNOtlZ,2007-01-01,0.601,0.759,5,-4.467,1,0.0452,0.0,0.101,0.475,102.006,208947,4
195,Cast Of 'Camp Rock 2',Camp Rock 2: The Final Jam,"This is Our Song - From ""Camp Rock 2: The Final Jam""",6SyPnh5ysbRjmZHIlOKp4r,2010-01-01,0.356,0.611,7,-5.312,1,0.0357,0.0,0.178,0.393,129.385,178200,4
196,Austin Moon,Austin & Ally,Not A Love Song,1UtGcsbiqHtzxaTe3OgvlG,2012-01-01,0.534,0.797,2,-5.444,1,0.145,0.0,0.0575,0.72,179.981,182107,4
197,High School Musical Cast,High School Musical 3: Senior Year,The Boys Are Back,6YoYLN155MLavQcl3bHmvY,2008-01-01,0.706,0.915,1,-3.169,1,0.0535,1.1e-06,0.0343,0.872,114.992,224667,4
198,Cast of Shake It Up: Break It Down,Watch Me (featuring Bella Thorne and Zendaya),Watch Me,5qgAvjSTbjkTfICvUMH9WS,2011-01-01,0.713,0.707,0,-4.582,1,0.0715,0.0128,0.111,0.638,124.984,175347,4
199,High School Musical Cast,High School Musical 2 (Original Soundtrack),Bet On It,4EnwhEyuVrC1CgvSur5YL4,2007-01-01,0.812,0.67,5,-6.385,0,0.0565,0.0,0.0518,0.439,137.038,198320,4
200,Hannah Montana,Hannah Montana 2 / Meet Miley Cyrus,Rock Star - From “Hannah Montana 2”,7smCjIc7MoUM4ay55LQrdu,2007-01-01,0.482,0.945,2,-3.969,1,0.124,1.41e-06,0.364,0.626,160.792,178560,4
201,Jonas Brothers,A Little Bit Longer,Burnin' Up,2VEsmoek0sol9MnJFyoG9e,2008-08-12,0.667,0.954,2,-3.462,1,0.0817,0.0,0.331,0.807,114.03,175093,4
202,High School Musical Cast,High School Musical 3: Senior Year,I Want It All,5sTC1imYc0QzNe3i5snLy7,2008-01-01,0.791,0.813,6,-3.444,1,0.139,0.0,0.0549,0.913,142.876,277307,4
203,Austin Moon,Austin & Ally,Double Take,6nPKFZVp2Lt28ojCYxgo2e,2012-01-01,0.708,0.897,6,-5.216,1,0.0466,5.78e-06,0.141,0.886,130.064,144733,4
204,Jonas Brothers,Jonas Brothers,S.O.S.,6sDP4912wjwB7BJhbSnjS1,2007-01-01,0.584,0.696,7,-3.836,1,0.0694,0.0,0.184,0.699,137.112,153347,4
205,Hannah Montana,Hannah Montana 3,If We Were A Movie,6XqpH9bHj7ODY1z4xI9n7E,2009-01-01,0.639,0.845,4,-3.729,1,0.0346,0.0,0.0619,0.729,94.036,184360,4
206,Jonas Brothers,Music From Chasing Happiness,Year 3000,4zP7ADsgJgHGY6VzxbNp1z,2019-05-09,0.659,0.857,11,-5.85,1,0.0437,1.93e-06,0.335,0.798,106.965,201960,4
207,Jonas Brothers,A Little Bit Longer,Lovebug,3F8xLc6T4VvKH7I6wqVAN2,2008-08-12,0.597,0.5,4,-6.216,1,0.0579,0.0,0.214,0.522,79.071,220693,4
208,Various Artists,Teen Beach Movie,"Oxygen - From ""Teen Beach Movie""/Soundtrack Version",5gXDkRhBRe29vJeafMPNlM,2013-01-01,0.592,0.935,4,-3.869,1,0.0584,0.0,0.139,0.517,127.967,181693,4
209,Various Artists,High School Musical The Concert,What I've Been Looking For,0oo5zVjH4CyTsm5FctRlnL,2007-01-01,0.615,0.898,9,-5.85,1,0.0416,0.0,0.758,0.485,140.117,125493,4
210,DJ Jazzy Jeff & The Fresh Prince,Greatest Hits,The Fresh Prince of Bel-Air,0UREO3QWbXJW3gOUXpK1am,1998,0.824,0.684,10,-7.354,0,0.0935,1.45e-06,0.0481,0.87,101.152,177267,4
211,The Backyardigans,The Backyardigans,The Backyardigans Theme Song,5YU9WWS0LCwelPrc97X341,2005-07-12,0.691,0.309,9,-4.741,1,0.0421,0.0,0.161,0.28,95.681,58320,4
212,Austin Moon,Austin & Ally,Can’t Do It Without You (Austin & Ally Main Title),65v1pHe2SJ2wwiNsgkKGsi,2012-01-01,0.604,0.866,6,-4.788,1,0.141,0.0,0.349,0.827,77.515,167093,4
213,Various Artists,Teen Beach Movie,"Like Me - From ""Teen Beach Movie""/Soundtrack Version",75a5fcQSduYyC93gXtgGhk,2013-01-01,0.735,0.874,2,-5.28,1,0.035,0.0,0.69,0.715,126.053,198640,4
214,Sheppard,Bombs Away,Geronimo,19cL3SOKpwnwoKkII7U3Wh,2015-03-10,0.705,0.78,7,-6.267,1,0.0805,0.00152,0.115,0.457,142.028,218228,4
215,Maroon 5,Overexposed (Deluxe),Love Somebody,0HnaqUxvHP5LaWdmWwJpiS,2012-01-01,0.675,0.792,1,-6.303,1,0.0368,0.0,0.12,0.395,120.016,229813,4
216,Twenty One Pilots,Blurryface,Ride,2Z8WuEywRWYTKe1NybPQEW,2015-05-15,0.645,0.713,6,-5.355,1,0.0393,0.0,0.113,0.566,74.989,214507,4
217,Jason Derulo,Everything Is 4,Want to Want Me,7oGZAicScQt96OAW4AruYy,2015-05-29,0.775,0.68,0,-5.508,0,0.0629,0.0,0.109,0.656,114.025,207719,4
218,Jason Derulo,Jason Derulo,Whatcha Say,67T6l4q3zVjC5nZZPXByU8,2010-02-24,0.615,0.711,11,-5.507,1,0.0779,0.0,0.145,0.711,144.036,221253,4
219,Jason Derulo,Talk Dirty,Wiggle (feat. Snoop Dogg),2sLwPnIP3CUVmIuHranJZU,2013-09-10,0.697,0.621,9,-6.886,0,0.25,0.0,0.162,0.721,81.946,193296,4
220,Jason Derulo,Talk Dirty,Trumpets,5KONnBIQ9LqCxyeSPin26k,2013-09-10,0.635,0.691,0,-4.862,1,0.258,0.0,0.097,0.638,82.142,217419,4
221,Hot Chelle Rae,Whatever,Tonight Tonight,2i0AUcEnsDm3dsqLrFWUCq,2011-11-25,0.686,0.783,4,-4.977,1,0.119,0.0,0.163,0.814,99.978,200467,4
222,Calvin Harris,My Way,My Way,1vvNmPOiUuyCbgWmtc6yfm,2016-09-16,0.818,0.913,4,-3.06,0,0.0426,3.69e-05,0.161,0.536,119.986,219160,4
223,The Weeknd,Beauty Behind The Madness,Can't Feel My Face,22VdIZQfgXJea34mQxlt81,2015-08-28,0.705,0.769,9,-5.526,0,0.0425,0.0,0.105,0.583,107.949,213520,4
224,Pitbull,Global Warming: Meltdown (Deluxe Version),Timber,3cHyrEgdyYRjgJKSOiOtcS,2012,0.581,0.963,11,-4.087,1,0.0981,0.0,0.139,0.788,129.992,204160,4
225,Vance Joy,Dream Your Life Away (Special Edition),Riptide,3JvrhDOgAt6p7K8mDyZwRd,2014-09-08,0.484,0.731,1,-6.694,1,0.0379,0.0,0.151,0.51,101.654,204280,4
226,Taio Cruz,The Rokstarr Hits Collection,Dynamite,2CEgGE6aESpnmtfiZwYlbV,2010-01-01,0.751,0.783,4,-3.724,1,0.0859,0.0,0.036,0.816,119.975,202613,4
227,Jay Sean,All Or Nothing,Down,7LP4Es66zdY7CyjepqmvAg,2009-01-01,0.657,0.695,2,-4.493,1,0.0321,0.0,0.0822,0.683,65.997,212107,4
228,USHER,Raymond v Raymond (Expanded Edition),DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,2010-03-30,0.663,0.861,7,-3.398,0,0.109,0.0,0.082,0.654,119.963,220800,4
229,Bruno Mars,Doo-Wops & Hooligans,The Lazy Song,1ExfPZEiahqhLyajhybFeS,2010-10-05,0.794,0.711,8,-5.124,0,0.0699,0.0,0.0955,0.955,174.915,189109,4
230,Bruno Mars,Doo-Wops & Hooligans,Count on Me,7l1qvxWjxcKpB9PCtBuTbU,2010-10-05,0.589,0.389,0,-5.972,1,0.028,0.0,0.0772,0.501,89.1,197470,4
231,Beyoncé,I AM...SASHA FIERCE,Single Ladies (Put a Ring on It),5R9a4t5t5O0IsznsrKPVro,2008-11-17,0.426,0.584,1,-5.293,1,0.296,0.0,0.188,0.272,193.437,193213,4
232,Bastille,Bad Blood,Pompeii,3gbBpTdY8lnQwqxNCcf795,2013-01-01,0.679,0.715,9,-6.383,1,0.0407,0.0,0.271,0.571,127.435,214148,4
233,Rihanna,Good Girl Gone Bad: Reloaded,Don't Stop The Music,0ByMNEPAPpOR5H69DVrTNy,2008-06-02,0.835,0.669,6,-5.582,0,0.0643,6.92e-05,0.0535,0.542,122.668,267080,4
234,Rihanna,ANTI,Love On The Brain,2aksifNn5ph8igDOkPBA02,2016-01-28,0.509,0.637,4,-4.83,0,0.0471,1.08e-05,0.0789,0.378,172.006,224000,3
235,Charlie Puth,Some Type of Love,Marvin Gaye (feat. Meghan Trainor),6ukMqDxnOPOgoHdak7Kyp3,2015-05-01,0.795,0.616,1,-5.281,0,0.06,0.0,0.349,0.815,110.015,190453,4
236,Katy Perry,Teenage Dream,California Gurls,6KOEK6SeCEZOQkLj5M1PxH,2010-01-01,0.788,0.753,0,-3.71,1,0.0536,0.0,0.18,0.403,125.005,234653,4
237,Bruno Mars,Unorthodox Jukebox,Locked out of Heaven,3w3y8KPTfNeOKPiqUTakBh,2012-12-07,0.726,0.698,5,-4.165,1,0.0431,0.0,0.309,0.867,143.994,233478,4
238,Carly Rae Jepsen,Kiss (Deluxe),Call Me Maybe,3TGRqZ0a2l1LRblBkJoaDx,2012-01-01,0.783,0.58,7,-6.548,1,0.0408,2.28e-06,0.108,0.66,120.021,193400,4
239,The Wanted,The Wanted (Special Edition),Glad You Came,3AGOgQzp0YcPH41u9p7dOp,2012-01-01,0.61,0.841,7,-4.579,0,0.0692,9.85e-06,0.118,0.431,126.889,198187,4
240,David Guetta,Nothing but the Beat,Without You (feat. Usher),7rGMKCgeYXpBecQ1FPb3oc,2011-08-31,0.608,0.614,2,-3.727,1,0.0285,3.82e-06,0.157,0.402,127.885,208133,4
241,Demi Lovato,Unbroken,Give Your Heart a Break,3sP3c86WFjOzHHnbhhZcLA,2011-01-01,0.651,0.695,6,-3.218,1,0.0487,0.0,0.144,0.569,123.008,205347,4
242,Passenger,All the Little Lights,Let Her Go,6GmUVqe73u5YRfUUynZK6I,2012-06-29,0.479,0.545,7,-7.346,1,0.0688,0.0,0.0963,0.244,74.897,252733,4
243,Flo Rida,Wild Ones,Wild Ones (feat. Sia),1NpW5kyvO4XrNJ3rnfcNy3,2012-06-22,0.608,0.86,5,-5.324,0,0.0554,0.0,0.262,0.437,127.075,232947,4
244,Taylor Swift,Red (Deluxe Edition),I Knew You Were Trouble.,0ciHz919LVKoH4zgxyMPZ9,2012-10-22,0.622,0.469,3,-6.798,0,0.0363,2.25e-06,0.0398,0.679,77.019,217973,4
245,Taylor Swift,Red (Deluxe Edition),We Are Never Ever Getting Back Together,1OYARuagDrpgNNQ4loO1Cs,2012-10-22,0.628,0.676,7,-5.911,1,0.0916,2.65e-05,0.102,0.75,85.984,191880,4
246,David Guetta,Nothing but the Beat Ultimate,Titanium (feat. Sia),2dOTkLZFbpNXrhc24CnTFd,2011-08-24,0.604,0.787,0,-3.674,0,0.103,0.15,0.127,0.301,126.062,245040,4
247,MAGIC!,Don't Kill the Magic,Rude,6RtPijgfPKROxEzTHNRiDp,2014-06-25,0.773,0.758,1,-4.993,1,0.0381,0.0,0.305,0.925,144.033,224840,4
248,Shawn Mendes,Illuminate (Deluxe),Treat You Better,76t5B0ttSAje5KHmQbv88t,2016-09-23,0.683,0.797,10,-4.085,0,0.246,0.0,0.114,0.758,82.916,187973,4
249,Plain White T's,All That We Needed,Hey There Delilah,4RCWB3V8V0dignt99LZ8vH,2005-01-01,0.656,0.291,2,-10.572,1,0.0293,0.0,0.114,0.298,103.971,232533,4
250,fun.,We Are Young (feat. Janelle Monáe),We Are Young (feat. Janelle Monáe),3ehrxAhYms24KLPG8FZe0W,2011-09-20,0.378,0.638,10,-5.576,1,0.075,7.66e-05,0.0849,0.735,184.086,250627,4
251,Demi Lovato,Demi,Neon Lights,34MJ07N9Bhu6iKPaxSVnCT,2013-01-01,0.631,0.819,9,-4.24,1,0.122,0.0,0.1,0.733,125.928,233173,4
252,Travie McCoy,Lazarus,Billionaire (feat. Bruno Mars),2qPUnoasNe4Ep43emVXEig,2010-06-07,0.633,0.673,6,-6.403,0,0.258,0.0,0.206,0.659,86.776,211160,4
253,Owl City,The Midsummer Station,Good Time,1kPpge9JDLpcj15qgrPbYX,2012-08-17,0.56,0.872,3,-4.269,1,0.14,6.98e-06,0.371,0.682,126.05,205933,4
254,Demi Lovato,Demi,Really Don't Care,5vTPxzm4h2bY9rYyVrGEU5,2013-01-01,0.706,0.728,7,-3.602,1,0.0852,0.0,0.185,0.851,121.017,201600,4
255,Alicia Keys,Girl on Fire (Remixes) - EP,Girl on Fire,4esOae7i4rqTbAu9o5Pxco,2012-11-18,0.482,0.706,9,-5.762,1,0.0607,0.00106,0.105,0.144,92.513,224920,4
256,Eminem,Recovery,Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,2010-06-18,0.749,0.925,10,-5.034,1,0.227,0.0,0.52,0.641,86.989,263373,4
257,Foster The People,Torches,Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,2011-05-23,0.733,0.71,5,-5.849,0,0.0292,0.115,0.0956,0.965,127.975,239600,4
258,Eminem,The Monster,The Monster,72gGeQ0dZ7E8RlBeNJNJkb,2013-01-01,0.785,0.86,9,-3.642,1,0.0794,0.0,0.0675,0.623,110.048,250907,4
259,Rixton,Me And My Broken Heart,Me And My Broken Heart,41Ypl7Pzkod2H0VlcZH5DS,2014-01-01,0.544,0.768,5,-4.655,0,0.0342,0.0,0.255,0.54,174.08,193975,4
260,Twenty One Pilots,Heathens,Heathens,6i0V12jOa3mr6uu4WYhUBr,2016-06-16,0.732,0.396,4,-9.348,0,0.0286,3.58e-05,0.105,0.548,90.024,195920,4
261,Macklemore & Ryan Lewis,The Heist,Can't Hold Us (feat. Ray Dalton),3bidbhpOYeV4knp8AIu8Xn,2012-10-09,0.641,0.922,2,-4.457,1,0.0786,0.0,0.0862,0.847,146.078,258343,4
262,The Vamps,All Night,All Night,31t0ATifZW5CW3XP2QUsUW,2016-10-14,0.564,0.768,8,-6.431,1,0.0342,0.0,0.324,0.362,144.971,197793,4
263,Flo Rida,Good Feeling,Good Feeling,3NcO4jGK1Opb5ea0mYLpxb,2011-08-29,0.706,0.89,1,-4.444,0,0.0688,0.00286,0.306,0.684,128.011,248133,4
