,artist,album,track_name,track_id,release_date,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
266,Labrinth,Imagination & the Misfit Kid,Mount Everest,1ZdhOMWyFR8Iv9eylMGYg2,2019-11-22,0.494,0.428,0,-7.239,0,0.205,0.0698,0.0816,0.44,87.724,157497,4
267,Coyote Theory,Color,This Side of Paradise,79EkGysjP2dL5GdpeQjRxT,2020-12-11,0.306,0.664,9,-6.07,1,0.0276,7.5e-06,0.135,0.321,158.283,242010,4
268,Fitz and The Tantrums,More Than Just a Dream,Out of My League,2Z5wXgysowvzl0nKGNGU0t,2013-05-07,0.545,0.968,9,-3.553,0,0.0853,0.00325,0.331,0.527,169.965,209386,4
269,Ruth B.,Dandelions (slowed + reverb),Dandelions - slowed + reverb,6fhG2KJgwO7CrNflRaRmvp,2021-08-27,0.573,0.715,8,-3.293,0,0.0256,0.0,0.0898,0.258,101.699,268717,3
270,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Pray For Me (with Kendrick Lamar),77UjLW8j5UAGAGVGhR5oUK,2018-02-09,0.735,0.677,2,-4.979,1,0.093,2.17e-05,0.111,0.188,100.584,211440,4
271,Paramore,Brand New Eyes,All I Wanted,1Bv3h7Vc4AaYA2BcSM3rVd,2009-09-28,0.494,0.723,6,-4.559,0,0.0441,0.0322,0.134,0.152,144.036,225787,4
272,Swedish House Mafia,Don't You Worry Child,Don't You Worry Child - Radio Edit,2V65y3PX4DkRhy1djlxd9p,2012-09-14,0.612,0.84,11,-3.145,0,0.0509,0.0,0.116,0.438,129.042,212862,4
273,Pitbull,Pitbull Starring In Rebelution,Hotel Room Service,0OPyDgTRuIdCJ9B4bYSths,2009-08-27,0.85,0.631,1,-8.401,1,0.227,0.000406,0.0679,0.738,126.002,237600,4
274,Imagine Dragons,Night Visions (Deluxe),Demons,2Oehrcv4Kov0SuIgWyQY9e,2012-09-04,0.327,0.71,3,-2.928,1,0.0547,9e-05,0.28,0.416,179.561,175200,4
275,Lorde,Pure Heroine,Team,3G6hD9B2ZHOsgf4WfNu7X1,2013-09-27,0.69,0.578,6,-7.436,1,0.0929,0.0,0.305,0.416,99.961,193059,4
276,Panic! At The Disco,Death of a Bachelor,House of Memories,2DgdHcjWmO3qd50RzuBLgZ,2016-01-15,0.506,0.817,11,-5.051,0,0.0335,0.0,0.0486,0.506,109.952,208707,4
277,Kate Bush,Hounds of Love (2018 Remaster),Running Up That Hill (A Deal With God) - 2018 Remaster,29d0nY7TzCoi22XBqDQkiP,1985-09-16,0.625,0.533,10,-11.903,0,0.0596,0.00266,0.0546,0.139,108.296,300840,4
278,Aerosmith,Aerosmith,Dream On,5MxNLUsfh7uzROypsoO5qe,1973-01-05,0.307,0.433,1,-10.057,1,0.029,9.08e-05,0.332,0.224,160.9,266960,4
279,K'NAAN,Troubadour,Bang Bang,61YzdCCBPM5Pc7lIiD5i8C,2009,0.623,0.901,10,-4.402,0,0.182,0.0,0.0251,0.896,179.985,186533,4
280,Pitbull,Fireball (feat. John Ryan),Fireball (feat. John Ryan),49eplIHvgCLY8HAgcaWrUb,2014-07-23,0.69,0.937,10,-5.393,1,0.0642,0.000104,0.0532,0.794,122.951,235012,4
281,Alexandra Stan,Saxobeats,Mr. Saxobeat,2ZAx6NDhX2yE5aL5ueEQgY,2011-10-25,0.72,0.925,4,-4.165,0,0.0511,0.000238,0.14,0.781,127.004,195105,4
282,J. Cole,2014 Forest Hills Drive,No Role Modelz,62vpWI1CHwFy7tMIcSStl8,2014-12-09,0.692,0.521,10,-8.465,0,0.33,0.0,0.0565,0.463,100.45,292987,4
283,George Michael,Ladies And Gentlemen... The Best Of George Michael,Careless Whisper,4jDmJ51x1o9NZB5Nxxc7gY,1998-11-09,0.574,0.628,2,-8.815,0,0.036,0.0,0.271,0.803,153.119,300107,4
284,Beach Weather,Chit Chat,"Sex, Drugs, Etc.",7DbdUf8aHSYoliSjO6LZv6,2016-11-04,0.572,0.839,4,-5.083,0,0.0377,0.00976,0.522,0.465,143.969,196784,4
285,Martin Garrix,In the Name of Love,In the Name of Love,23L5CiUhw2jV1OIMwthR3S,2016-07-29,0.501,0.519,4,-5.88,0,0.0409,0.0,0.454,0.168,133.99,195707,4
286,Mike Posner,31 Minutes to Takeoff,Cooler Than Me - Single Mix,495O1Affo7AurEPQcvcr18,2010,0.75,0.818,7,-4.601,0,0.0551,0.0,0.686,0.652,129.963,213293,4
287,Taio Cruz,Rokstarr,Break Your Heart,1CdqVF1ywD0ZO1zXtB9yWa,2010-01-01,0.666,0.899,8,-4.676,1,0.028,0.0,0.0677,0.629,122.05,186267,4
288,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",when the party's over,43zdsphuZLzwA9k4DJhU0I,2019-03-29,0.367,0.111,4,-14.084,1,0.0972,3.97e-05,0.0897,0.198,82.642,196077,4
289,JVKE,golden hour,golden hour,6GD1eomgaGT1Epto6Q5eAo,2022-07-15,0.511,0.594,1,-4.799,0,0.0316,0.177,0.249,0.143,94.473,209260,3
290,Ghost,Seven Inches Of Satanic Panic,Mary On A Cross,2HZLXBOnaSRhXStMLrq9fD,2019-09-13,0.466,0.9,11,-4.469,1,0.0447,0.00104,0.103,0.561,130.02,244804,4
291,Various Artists,The Twilight Saga: New Moon (Original Motion Picture Soundtrack),Rosyln,4k7x3QKrc3h3U0Viqk0uop,2009-10-16,0.329,0.277,10,-13.111,0,0.0302,0.024,0.0971,0.121,159.719,289560,3
292,Childish Gambino,"""Awaken, My Love!""",Me and Your Mama,31tf1qEai5o5f4r66Kd0pU,2016-12-02,0.554,0.433,5,-12.628,1,0.0341,0.0449,0.0667,0.237,117.996,379227,3
293,MARINA,The Family Jewels,Oh No!,4umN41ggyywUcvMbZxhcHR,2009-07-15,0.776,0.9,0,-3.97,1,0.0382,0.0,0.256,0.963,127.051,180467,4
294,Coolio,Gangsta's Paradise,Gangsta's Paradise,1DIXPcTDzTj8ZMHt3PDt8p,1995-11-07,0.647,0.514,8,-10.05,1,0.0593,0.0,0.398,0.386,79.975,240693,4
295,Blackstreet,Another Level,No Diggity,6MdqqkQ8sSC0WB4i8PyRuQ,1996-09-09,0.867,0.646,1,-4.674,0,0.288,0.0,0.279,0.67,88.634,304600,4
296,Coldplay,X&Y,Fix You,7LVHVU3tWfcxj5aiPFEW4Q,2005-06-07,0.209,0.417,3,-8.74,1,0.0338,0.00196,0.113,0.124,138.178,295533,4
297,RAYE,Escapism. / The Thrill Is Gone.,Escapism.,5Z2MiIZ5I3jJvvmeWMLbOQ,2022-10-12,0.538,0.742,2,-5.355,1,0.114,4.67e-05,0.0934,0.25,96.107,272373,4
298,Tame Impala,The Slow Rush,One More Hour,0mO6oS60RST2sWmN2FKknP,2020-02-14,0.647,0.398,4,-8.63,1,0.0283,0.107,0.148,0.32,102.029,432560,4
299,Blondie,Call Me,Call Me,7HKxTNVlkHsfMLhigmhC0I,2004-01-01,0.554,0.833,2,-6.667,0,0.0347,0.0025,0.0737,0.773,142.673,212227,4
300,Beyoncé,4,Countdown,3axkNosdVQLZiq1HakuGhc,2011-06-24,0.665,0.787,5,-5.73,1,0.151,0.0,0.219,0.699,167.351,212147,4
301,"Grover Washington, Jr.",Anthology,Just the Two of Us (feat. Bill Withers),1ko2lVN0vKGUl9zrU0qSlT,1985,0.749,0.497,10,-12.609,0,0.105,0.0499,0.0504,0.585,95.818,438493,4
302,Taylor Swift,Speak Now (Taylor's Version),Enchanted (Taylor's Version),3sW3oSbzsfecv9XoUdGs7h,2023-07-07,0.505,0.532,8,-3.526,1,0.0265,0.0,0.149,0.216,81.907,353253,4
303,Arctic Monkeys,AM,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,2013-09-09,0.464,0.417,0,-9.345,0,0.0256,0.022,0.0974,0.479,67.528,183956,4
304,Labrinth,All For Us (from the HBO Original Series Euphoria),All For Us - from the HBO Original Series Euphoria,10hMM5nsZQf66ldBlgWBfG,2019-08-04,0.348,0.652,3,-7.145,1,0.0931,0.000264,0.33,0.172,70.956,192987,4
305,Chase Atlantic,Nostalgia,Meddle About,1x5gfSHfhWpMFKKqbuDe9G,2015-02-21,0.387,0.797,4,-6.41,0,0.052,0.0108,0.314,0.369,159.897,203886,4
306,Katy Perry,Teenage Dream: The Complete Confection,Part Of Me,6yARPLK0PV4heEyh7pVMGz,2012-01-01,0.667,0.922,5,-4.645,1,0.0353,0.0,0.0867,0.761,130.01,216160,4
307,The Wanted,Battleground (Deluxe Edition),Glad You Came,5yDL13y5giogKs2fSNf7sj,2011-01-01,0.722,0.851,7,-3.873,0,0.0639,0.0,0.108,0.452,126.885,197936,4
308,MKTO,MKTO,Classic,6FE2iI43OZnszFLuLtvvmg,2012,0.72,0.791,1,-4.689,1,0.124,0.0,0.157,0.756,102.071,175427,4
309,Olivia Rodrigo,GUTS,vampire,1kuGVB7EU95pJObxwvfwKS,2023-09-08,0.511,0.532,5,-5.745,1,0.0578,0.0,0.291,0.35,138.005,219724,4
310,They Might Be Giants,Flood,Istanbul (Not Constantinople),63vL5oxWrlvaJ0ayNaQnbX,1990-01-02,0.688,0.748,5,-9.39,0,0.0377,0.00453,0.136,0.892,114.144,153813,4
311,Wild Cherry,Wild Cherry,Play That Funky Music,5uuJruktM9fMdN9Va0DUMl,1976,0.814,0.672,9,-12.068,1,0.0619,0.0,0.061,0.933,109.394,300000,4
312,JVKE,this is what falling in love feels like (554Hz),golden hour,4yNk9iz9WVJikRFle3XEvn,2022-10-03,0.515,0.593,4,-4.801,1,0.0322,0.162,0.25,0.153,94.467,209260,3
313,Black Eyed Peas,The Beginning & The Best Of The E.N.D.,Just Can’t Get Enough,1nPPh0CiKqVvYl4Mx1aZ21,2011-01-01,0.483,0.628,0,-8.642,0,0.256,0.0,0.0903,0.218,94.056,219440,4
314,The Technicolors,Ultraviolet Disguise (Deluxe Edition),Tonight You Are Mine,0Sjz8pTu8vcVvGP5rtyh3Q,2015-10-16,0.634,0.6,11,-6.662,1,0.0265,0.00569,0.0796,0.64,90.017,230000,4
315,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",Somebody Else,5hc71nKsUgtwQ3z52KEKQk,2016-02-26,0.61,0.788,0,-5.724,1,0.0585,0.0142,0.153,0.472,101.045,347520,4
316,Various Artists,Body By Jake: Randy Couture Workout Mix (BPM 104-144),Somebody's Watching Me,2H2379xRxgQVvcOSoL8Ajr,2012-02-01,0.792,0.62,1,-6.204,0,0.0344,4.12e-05,0.0548,0.843,123.933,293933,4
317,Cast of Mamma Mia! The Movie,Mamma Mia! Here We Go Again (Original Motion Picture Soundtrack),Mamma Mia,717z018DWodjJnW6DE7t4z,2018-07-13,0.685,0.698,2,-7.478,1,0.0432,0.0,0.0237,0.574,138.061,159627,4
318,The Backseat Lovers,When We Were Friends,Kilby Girl,1170VohRSx6GwE6QDCHPPH,2019-01-27,0.329,0.444,1,-9.973,1,0.0417,0.0352,0.113,0.225,162.279,282206,4
319,The Backseat Lovers,When We Were Friends,Pool House,74f0dpqHhTeTJzs4pmZ1yq,2019-01-27,0.594,0.355,7,-11.184,1,0.0305,0.000109,0.0559,0.327,134.097,269412,4
320,Cigarettes After Sex,Cigarettes After Sex,Apocalypse,0yc6Gst2xkRu0eMLeRMGCX,2017-06-09,0.37,0.467,5,-9.013,1,0.0273,0.572,0.109,0.182,94.485,290617,4
321,Marshmello,Silence,Silence,7vGuf3Y35N4wmASOKLUVVU,2017-08-11,0.52,0.761,4,-3.093,1,0.0853,4.96e-06,0.17,0.286,141.971,180823,4
322,Morgan Wallen,Dangerous: The Double Album,Cover Me Up,0mKnuxVkPi5h0kuvZl44VM,2021-01-08,0.549,0.44,7,-8.192,1,0.0264,7.37e-06,0.107,0.214,128.01,293707,3
323,Katy Perry,Teenage Dream,Last Friday Night (T.G.I.F.),3avYqdwHKEq8beXbeWCKqJ,2010-01-01,0.652,0.812,3,-3.797,0,0.0409,3.01e-05,0.667,0.72,126.023,230733,4
324,B.o.B,B.o.B Presents: The Adventures of Bobby Ray,Airplanes (feat. Hayley Williams of Paramore),6lV2MSQmRIkycDScNtrBXO,2010-04-27,0.66,0.867,6,-4.285,0,0.116,0.0,0.0368,0.377,93.033,180480,4
325,Katy Perry,Teenage Dream,The One That Got Away,6hkOqJ5mE093AQf2lbZnsG,2010-01-01,0.691,0.795,1,-4.021,0,0.0355,1.02e-06,0.156,0.876,133.971,227333,4
326,Shawn Mendes,Illuminate (Deluxe),Mercy,0AS63m1wHv9n4VVRizK6Hc,2017-04-20,0.555,0.662,11,-4.952,0,0.0827,0.0,0.111,0.356,148.128,208733,4
327,Macklemore,The Heist,Can't Hold Us (feat. Ray Dalton),22skzmqfdWrjJylampe0kt,2012-10-09,0.633,0.927,2,-4.468,1,0.0839,0.0,0.0986,0.88,146.097,258432,4
328,Flo Rida,Wild Ones,Wild Ones (feat. Sia),1NpW5kyvO4XrNJ3rnfcNy3,2012-06-22,0.608,0.86,5,-5.324,0,0.0554,0.0,0.262,0.437,127.075,232947,4
329,Lady Gaga,The Fame,Paparazzi,7Hqig8kp32q2Ire3ECQvWM,2008-01-01,0.762,0.692,5,-3.973,0,0.0438,0.0,0.094,0.397,114.906,208307,4
330,Pitbull,Planet Pit (Deluxe Version),Give Me Everything (feat. Nayer),4QNpBfC0zvjKqPJcyqBy9W,2011-06-17,0.671,0.939,8,-3.206,1,0.161,0.0,0.298,0.53,129.024,252307,4
331,Pitbull,Global Warming: Meltdown (Deluxe Version),Feel This Moment (feat. Christina Aguilera),1obZSxOoO12yWkwY1kY72N,2012,0.673,0.758,7,-3.632,1,0.158,0.0,0.341,0.542,135.956,229507,4
332,fun.,Some Nights,Some Nights,6t6oULCRS6hnI7rm0h5gwl,2012-02-21,0.672,0.738,0,-7.045,1,0.0506,6.75e-05,0.0927,0.392,107.938,277040,4
333,fun.,Some Nights,We Are Young (feat. Janelle Monáe),7a86XRg84qjasly9f6bPSD,2012-02-21,0.378,0.638,10,-5.576,1,0.075,7.66e-05,0.0849,0.735,184.086,250627,4
334,Alicia Keys,The Diary Of Alicia Keys,If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,2003-12-02,0.609,0.444,7,-9.129,1,0.106,6.86e-06,0.104,0.166,118.402,228707,3
335,Martin Garrix,In the Name of Love,In the Name of Love,23L5CiUhw2jV1OIMwthR3S,2016-07-29,0.501,0.519,4,-5.88,0,0.0409,0.0,0.454,0.168,133.99,195707,4
336,Florence + The Machine,Ceremonials (Deluxe Edition),Spectrum,7k5Yq1u7BjrhlmX13cyf0m,2011-01-01,0.573,0.873,11,-5.555,0,0.0506,0.000291,0.1,0.11,123.14,311613,4
337,Lil Uzi Vert,Just Wanna Rock,Just Wanna Rock,4FyesJzVpA39hbYvcseO2d,2022-10-17,0.486,0.545,11,-7.924,1,0.0336,0.00474,0.0642,0.0385,150.187,123891,4
338,OneRepublic,Native,Love Runs Out,5BJSZocnCeSNeYMj3iVqM7,2014-01-01,0.719,0.935,7,-3.752,1,0.0589,0.0,0.0973,0.738,120.022,224227,4
339,KALEO,A/B,Way down We Go,0y1QJc3SJVPKJ1OvFmFqe6,2016-06-10,0.489,0.505,10,-8.022,0,0.117,0.000333,0.104,0.337,163.255,213707,4
340,Britney Spears,Blackout,Gimme More,6ic8OlLUNEATToEFU3xmaH,2007-10-25,0.788,0.844,2,-3.131,1,0.0334,0.000678,0.0723,0.382,113.324,251240,4
341,Miley Cyrus,Can't Be Tamed,Can't Be Tamed,2r6DdaSbkbwoPzuK6NjLPn,2010-01-01,0.63,0.91,11,-2.919,0,0.144,0.0,0.196,0.743,116.98,168213,4
342,Kevin Rudolf,In The City,Let It Rock,6TrNRd98WksT9Kkmx9uj6R,2008-01-01,0.607,0.783,7,-4.41,1,0.0397,0.0,0.0678,0.434,113.172,231173,4
343,Cam,Untamed,Burning House,2zhk0kypGeOPsaaZcjyc14,2015-12-11,0.728,0.253,0,-8.427,1,0.0304,1.11e-05,0.133,0.457,140.923,231333,4
344,Lil Mabu,MATHEMATICAL DISRESPECT,MATHEMATICAL DISRESPECT,0Ymjv0OJeIIPXr6s9wi3iW,2023-05-05,0.795,0.507,1,-8.06,1,0.303,0.0,0.272,0.48,146.771,88304,4
