,artist,album,track_name,track_id,release_date,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
128,Justin Bieber,Believe (Deluxe Edition),All Around The World,1Mg8vLBYwizu7AuhYQO64V,2012-06-15,0.689,0.816,3,-3.951,0,0.178,2.42e-06,0.181,0.776,127.972,244547,4
129,Justin Bieber,Believe (Deluxe Edition),Beauty And A Beat,190jyVPHYjAqEaOGmMzdyk,2012-06-15,0.602,0.843,0,-4.831,1,0.0593,5.27e-05,0.0682,0.526,128.003,227987,4
130,Justin Bieber,Believe (Deluxe Edition),Boyfriend,2L7rZWg9RLxIwnysmxm4xk,2012-06-15,0.717,0.55,10,-6.019,0,0.0519,0.00198,0.126,0.331,96.979,171333,4
131,Selena Gomez,Wolves,Wolves,0tBbt8CrmxbjRP0pueQkyU,2017-10-25,0.724,0.804,11,-4.614,0,0.0448,0.0,0.204,0.306,124.987,197993,4
132,Electric Light Orchestra,Out of the Blue,Mr. Blue Sky,2RlgNHKcydI9sayD2Df2xp,1977,0.388,0.338,10,-10.054,1,0.0329,3.73e-06,0.248,0.478,177.765,303373,4
133,OneRepublic,Native,Counting Stars,6sy3LkhNFjJWlaeSMNwQ62,2014-01-01,0.664,0.705,1,-4.972,0,0.0382,0.0,0.115,0.477,122.017,257840,4
134,Charli XCX,SUCKER,Boom Clap,0Y1MWB026LYxGvhq4EcMiC,2014-12-15,0.659,0.911,4,-2.28,1,0.0786,0.000304,0.191,0.576,91.999,169866,4
135,Guns N' Roses,Appetite For Destruction (Explicit Version),Sweet Child O' Mine,1kDYCn9VIDmOIbLZ2Xc7OO,1987-07-21,0.45,0.904,6,-7.736,1,0.046,0.108,0.0997,0.689,125.072,356400,4
136,The Killers,Hot Fuss,Mr. Brightside,67nR8bGxYQ5HaGNLYOnMZZ,2004-06-15,0.356,0.924,1,-3.74,1,0.0808,0.0,0.0953,0.232,148.017,222587,4
137,The Killers,Hot Fuss,Somebody Told Me,6PwjJ58I4t7Mae9xfZ9l9v,2004,0.497,0.97,10,-4.851,0,0.0836,0.000674,0.101,0.689,138.081,197200,4
138,Outkast,The Way You Move / Hey Ya!,Hey Ya!,3AszgPDZd9q0DpDFt4HFBy,2003,0.715,0.97,0,-2.206,1,0.0648,0.000156,0.205,0.963,79.504,239240,4
139,Ariana Grande,Sweetener,God is a woman,5OCJzvD7sykQEKHH7qAC3C,2018-08-17,0.602,0.658,1,-5.934,1,0.0558,6e-05,0.237,0.268,145.031,197547,4
140,Nick Jonas,Nick Jonas (Deluxe),Chains,5OfgGVovaV6pd9kQZUSRP7,2014-11-10,0.541,0.597,0,-5.876,0,0.0486,0.0,0.0753,0.123,151.913,203107,4
141,BØRNS,Dopamine,Electric Love,2GiJYvgVaD2HtM8GqD9EgQ,2015-10-16,0.611,0.797,6,-7.627,0,0.0533,0.00137,0.26,0.518,120.041,218107,4
142,Paramore,Paramore,Still into You,1yjY7rpaAQvKwpdUliHx0d,2013-04-05,0.602,0.923,5,-3.763,1,0.044,0.0,0.0561,0.765,136.01,216013,4
143,Mark Ronson,Uptown Special,Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,2015-01-12,0.856,0.609,0,-7.223,1,0.0824,8.15e-05,0.0344,0.928,114.988,269667,4
144,Bruno Mars,Doo-Wops & Hooligans,Runaway Baby,5MMLS3xm12D7N26xlfFApr,2010-10-05,0.658,0.762,10,-3.028,0,0.0425,0.0,0.127,0.823,163.864,148448,4
145,Black Eyed Peas,The Beginning & The Best Of The E.N.D.,Boom Boom Pow,44iGuIoe6TzNaWmz3ciHqg,2010-11-30,0.868,0.848,9,-6.01,1,0.0824,0.00105,0.138,0.36,130.049,251427,4
146,Black Eyed Peas,The Beginning,Just Can’t Get Enough,3JA9Jsuxr4xgHXEawAdCp4,2010-01-01,0.659,0.628,0,-8.685,0,0.179,0.0,0.105,0.262,94.05,219427,4
147,Chase Atlantic,Nostalgia,Friends,2jQiSYrwJehQAcuaaQrXnS,2015-02-21,0.422,0.609,11,-6.361,0,0.0335,4.76e-06,0.108,0.0911,107.34,230011,3
148,Rihanna,Good Girl Gone Bad: Reloaded,Disturbia,2VOomzT6VavJOGBeySqaMc,2008-06-02,0.707,0.813,11,-4.515,0,0.0571,0.0,0.168,0.722,124.921,238627,4
149,Zac Efron,Rewrite The Stars,Rewrite The Stars,630sXRhIcfwr2e4RdNtjKN,2017-11-17,0.684,0.619,10,-7.005,1,0.0386,0.0,0.122,0.284,125.046,217440,4
150,Little Mix,Black Magic,Black Magic,33NHr7lu7tCMjK05jUj1v0,2015-05-21,0.777,0.898,4,-4.461,1,0.0581,0.0,0.313,0.866,111.996,211787,4
151,Iggy Azalea,The New Classic (Deluxe Version),Fancy,3W3KtDwAIg3mAruSpnfG3Q,2014-01-01,0.912,0.716,10,-4.141,0,0.0697,0.0,0.0491,0.377,94.981,199938,4
152,Pitbull,Planet Pit (Deluxe Version),Give Me Everything (feat. Nayer),4QNpBfC0zvjKqPJcyqBy9W,2011-06-17,0.671,0.939,8,-3.206,1,0.161,0.0,0.298,0.53,129.024,252307,4
153,Pitbull,Global Warming: Meltdown (Deluxe Version),Timber,3cHyrEgdyYRjgJKSOiOtcS,2012,0.581,0.963,11,-4.087,1,0.0981,0.0,0.139,0.788,129.992,204160,4
154,Queen,A Night At The Opera (Deluxe Remastered Version),Bohemian Rhapsody - Remastered 2011,7tFiyTwD0nx5a1eklYtX2J,1975-11-21,0.392,0.402,0,-9.961,0,0.0536,0.0,0.243,0.228,143.883,354320,4
155,Kelly Clarkson,Breakaway,Since U Been Gone,3xrn9i8zhNZsTtcoWgQEAd,2004-01-17,0.662,0.741,0,-5.406,1,0.0334,0.0303,0.114,0.404,131.0,188960,4
156,Queen,A Day At The Races (Deluxe Remastered Version),Somebody To Love - Remastered 2011,6cFZ4PLC19taNlpl9pbGMf,1976-12-10,0.497,0.693,8,-7.024,1,0.0565,0.0,0.215,0.358,111.539,296493,3
157,Shawn Mendes,Illuminate (Deluxe),There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,2017-04-20,0.866,0.813,11,-4.063,0,0.0554,0.0,0.0779,0.969,121.998,199440,4
158,Justin Timberlake,The 20/20 Experience (Deluxe Version),Mirrors,4rHZZAmHpZrA3iH5zx8frV,2013-03-15,0.574,0.512,5,-6.664,0,0.0503,0.0,0.0946,0.512,76.899,484147,4
159,T.I.,Paper Trail,Live Your Life,3jlbL2OTD5YmIunYzgQTAN,2008-09-07,0.375,0.862,11,-3.363,0,0.255,0.0,0.211,0.478,159.841,338853,4
160,Nelly,5.0,Just A Dream,3ZdJffjzJWFimSQyxgGIxN,2010-11-12,0.531,0.752,1,-6.161,1,0.0305,0.0,0.12,0.103,89.917,237800,4
161,Katy Perry,Teenage Dream,Firework,4r6eNCsrZnQWJzzvFh4nlg,2010-01-01,0.638,0.832,8,-5.039,1,0.049,0.0,0.113,0.648,124.071,227893,4
162,Alessia Cara,Know-It-All (Deluxe),Scars To Your Beautiful,0prNGof3XqfTvNDxHonvdK,2015-11-13,0.573,0.739,0,-5.74,1,0.129,0.0,0.111,0.451,97.085,230227,4
163,Bazzi,COSMIC,Myself,5YLHLxoZsodDWjqSgjhBf3,2018-04-12,0.745,0.561,9,-5.513,0,0.072,1.12e-06,0.0338,0.902,195.918,167553,4
164,Gnarls Barkley,St. Elsewhere,Crazy,1vxw6aYJls2oq3gW0DujAo,2006-04-24,0.855,0.587,8,-4.589,1,0.0336,0.00714,0.105,0.64,111.97,177466,4
165,Echosmith,Talking Dreams (Deluxe Edition),Cool Kids,13P5rwmk2EsoFRIz9UCeh9,2013-10-04,0.719,0.671,8,-6.279,1,0.0336,8.21e-06,0.12,0.786,130.027,237627,4
166,Fall Out Boy,Save Rock And Roll,Alone Together,75SixhsPWyRRmtqHeffiXr,2013-04-12,0.552,0.915,4,-3.713,1,0.0559,3.74e-05,0.206,0.606,90.013,203413,4
167,Ellie Goulding,Halcyon Days,Burn,2GgxS8bUT5G25QJTsfSv0R,2014-01-01,0.559,0.777,1,-5.031,1,0.0432,0.0,0.105,0.329,87.016,231212,4
168,Demi Lovato,Confident,Confident,3DXXKDbbZKyAZfNb96ST3q,2015-01-01,0.594,0.749,3,-6.251,1,0.0677,0.000139,0.0869,0.344,130.064,205746,4
169,Rihanna,Loud (Japan Version),Only Girl (In The World),2ENexcMEMsYk0rVJigVD3i,2010-01-01,0.789,0.706,11,-4.233,0,0.0429,1.71e-05,0.0586,0.638,125.911,235493,4
170,Fleetwood Mac,Rumours (Super Deluxe),The Chain - 2004 Remaster,5e9TFTbltYBg2xThimr0rU,1977-02-04,0.545,0.67,9,-8.81,1,0.0496,0.000822,0.0451,0.481,151.553,270213,4
171,Linkin Park,Minutes to Midnight,Bleed It Out,0UFDKFqW2oGspYeYqo9wjA,2007-05-14,0.529,0.967,1,-3.647,0,0.0508,0.0,0.61,0.596,140.127,166373,4
172,ZAYN,Mind Of Mine (Deluxe Edition),PILLOWTALK,0PDUDa38GO8lMxLCRc4lL1,2016-03-25,0.584,0.7,11,-4.275,1,0.0456,0.0,0.0939,0.438,124.944,202747,4
173,Taylor Swift,reputation,I Did Something Bad,4svZDCRz4cJoneBpjpx8DJ,2017-11-10,0.696,0.602,0,-6.156,0,0.159,2.11e-05,0.0696,0.305,82.989,238253,4
174,Maroon 5,V,Animals,2bL2gyO6kBdLkNSkxXNh6x,2014-09-02,0.279,0.742,4,-6.46,0,0.0898,0.0,0.593,0.328,189.868,231013,4
175,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),Thrift Shop (feat. Wanz),1CmUZGtH29Kx36C1Hleqlz,2012-08-01,0.781,0.526,6,-6.985,0,0.293,0.0,0.0457,0.662,94.992,235613,4
176,Taio Cruz,Rokstarr,Dynamite,1DqdF42leyFIzqNDv9CjId,2010-01-01,0.754,0.804,4,-3.177,1,0.0853,0.0,0.0329,0.818,119.968,203867,4
177,ABBA,Voulez-Vous,Gimme! Gimme! Gimme! (A Man After Midnight),2PzCOP5Aj9SABiBgNEZ52G,1979,0.747,0.492,10,-9.616,1,0.04,0.00897,0.224,0.533,119.531,292571,4
178,Jennifer Lopez,On The Floor,On The Floor - Radio Edit,0Oe49j06Bjrxs8PltuVeaW,2011-01-01,0.758,0.686,11,-6.346,1,0.0792,0.00127,0.142,0.444,130.007,230907,4
179,Katy Perry,Teenage Dream,E.T.,4kkeuVl6gF3RMqE4Nn5W3E,2010-01-01,0.602,0.863,5,-5.423,0,0.0773,0.0,0.389,0.732,150.183,206373,4
180,Cobra Starship,Night Shades,You Make Me Feel... (feat. Sabi),16Of7eeW44kt0a1M0nitHM,2011-08-29,0.668,0.857,7,-2.944,0,0.0535,6.71e-06,0.0385,0.748,131.959,215693,4
181,P!nk,The Truth About Love,Try,1jF7IL57ayN4Ity3jQqGu0,2012-09-18,0.674,0.628,2,-7.079,1,0.03,0.0,0.0944,0.552,103.998,247907,4
182,Charlie Puth,Voicenotes,Attention,5cF0dROlMOK5uNZtivgu50,2018-05-11,0.775,0.613,3,-4.586,0,0.0542,2.33e-05,0.134,0.797,100.066,208787,4
183,Rihanna,Loud (Japan Version),S&M,7ySUcLPVX7KudhnmNcgY2D,2010-01-01,0.769,0.684,1,-5.019,1,0.0411,0.000125,0.0887,0.835,127.972,243600,4
184,Bastille,Bad Blood,Pompeii,3gbBpTdY8lnQwqxNCcf795,2013-01-01,0.679,0.715,9,-6.383,1,0.0407,0.0,0.271,0.571,127.435,214148,4
185,Christina Perri,lovestrong.,jar of hearts,0HZhYMZOcUzZKSFwPOti6m,2011-05-10,0.349,0.348,3,-6.142,1,0.0316,0.0,0.12,0.0886,74.541,246587,4
186,Backstreet Boys,Backstreet Boys,Everybody (Backstreet's Back) - Extended Version,5WTxbyWTpoqhdxEN2szOnl,1996,0.792,0.81,10,-5.198,0,0.0368,0.000153,0.224,0.509,108.054,287293,4
187,Of Monsters and Men,My Head Is An Animal,Little Talks,2ihCaVdNZmnHZWt0fvAM7B,2012-01-01,0.457,0.757,1,-5.177,1,0.032,0.0,0.146,0.417,102.961,266600,4
188,Jay Sean,All Or Nothing,Down,7LP4Es66zdY7CyjepqmvAg,2009-01-01,0.657,0.695,2,-4.493,1,0.0321,0.0,0.0822,0.683,65.997,212107,4
189,Rihanna,Bitch Better Have My Money,Bitch Better Have My Money,0NTMtAO2BV4tnGvw9EgBVq,2015-03-26,0.781,0.728,1,-4.981,1,0.0621,1.94e-06,0.257,0.395,102.99,219306,4
190,Harry Styles,Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,2017-05-12,0.516,0.595,5,-4.63,1,0.0313,0.0,0.109,0.222,119.972,340707,4
191,MAX,Hell's Kitchen Angel,Lights Down Low,5A6BJLZArq1MPjsnmcuk5f,2016-04-08,0.623,0.493,5,-7.727,0,0.0338,0.0,0.104,0.594,81.019,223847,4
192,Elle King,Love Stuff,Ex's & Oh's,70eDxAyAraNTiD6lx2ZEnH,2015-02-13,0.612,0.921,7,-2.882,1,0.085,0.0,0.0576,0.446,139.988,202173,4
193,Rihanna,Rated R,Rude Boy,5hlWtrnVUyAze5WkxF9P56,2009-11-20,0.563,0.75,11,-4.496,1,0.127,0.0,0.0788,0.812,173.906,222920,4
194,Gym Class Heroes,The Papercut Chronicles II,Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,2011-11-11,0.646,0.795,9,-3.293,1,0.0976,0.0,0.267,0.796,89.99,210960,4
195,Far East Movement,Free Wired,Like A G6,4DvhkX2ic4zWkQeWMwQ2qf,2010-01-01,0.435,0.837,3,-8.126,1,0.449,0.0,0.117,0.778,124.913,216893,4
196,Twenty One Pilots,Blurryface,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,2015-05-15,0.734,0.637,4,-5.677,0,0.141,2.29e-05,0.0602,0.648,169.977,202333,4
197,Paramore,Riot!,crushcrushcrush,3VA4sjTMSTTF02hFGmlpJh,2007-06-11,0.631,0.793,1,-4.086,0,0.0468,5.65e-05,0.0976,0.648,136.96,189373,4
198,Iggy Azalea,The New Classic,Black Widow,7pNC5ZIKtwUK0ReSpM3P9f,2014-01-01,0.743,0.72,11,-3.753,1,0.124,0.000386,0.109,0.519,163.99,209423,4
199,SAYGRACE,FMA,You Don't Own Me (feat. G-Eazy),6KI1ZpZWYAJLvmVhCJz65G,2016-07-01,0.332,0.635,7,-5.653,1,0.0898,2.79e-06,0.0599,0.261,186.249,201493,3
200,Ritt Momney,Put Your Records On,Put Your Records On,6AGOKlMZWLCaEJGnaROtF9,2020-04-24,0.399,0.491,6,-10.778,0,0.0538,0.00089,0.11,0.151,91.066,210463,4
201,Bruno Mars,Unorthodox Jukebox,When I Was Your Man,4tLihrsL9WMgvI0n9R2bFS,2012-12-10,0.612,0.28,0,-8.648,1,0.0434,0.0,0.088,0.387,72.795,213827,4
202,Michael Bublé,It's Time,Feeling Good,1AM8QdDFZMq6SrrqUnuQ9P,2005-02-08,0.535,0.548,1,-6.51,1,0.037,1.48e-06,0.123,0.477,115.144,237333,3
203,Justin Bieber,Purpose (Deluxe),Sorry,09CtPGIpYB4BrO8qb1RGsF,2015-11-13,0.654,0.76,0,-3.669,0,0.045,0.0,0.299,0.41,99.945,200787,4
204,Eminem,Curtain Call (Deluxe),"Lose Yourself - From ""8 Mile"" Soundtrack",7w9bgPAmPTtrkt2v16QWvQ,2005-12-06,0.701,0.728,2,-4.554,1,0.255,0.00115,0.361,0.0591,171.388,326467,4
205,Paramore,Brand New Eyes,The Only Exception,7JIuqL4ZqkpfGKQhYlrirs,2009-09-28,0.452,0.563,4,-6.607,1,0.0272,0.0,0.143,0.209,137.715,267653,3
206,Kelly Clarkson,Stronger (Deluxe Version),Stronger (What Doesn't Kill You),6D60klaHqbCl9ySc8VcRss,2011-10-24,0.562,0.939,0,-4.282,1,0.0475,0.0,0.112,0.684,116.044,221947,4
207,Major Lazer,Peace Is The Mission (Extended),Powerful (feat. Ellie Goulding & Tarrus Riley),3eUhfanL9kEmpIPeGBl1yW,2015-11-27,0.598,0.792,11,-4.043,0,0.0478,0.0,0.158,0.732,97.479,206327,3
208,Ariana Grande,My Everything (Deluxe),Love Me Harder,1aKsg5b9sOngINaQXbB0P7,2014-08-22,0.472,0.714,1,-4.389,0,0.0334,0.0,0.0764,0.24,98.992,236133,4
209,Beyoncé,4,Countdown,3axkNosdVQLZiq1HakuGhc,2011-06-24,0.665,0.787,5,-5.73,1,0.151,0.0,0.219,0.699,167.351,212147,4
210,ABBA,Arrival,Dancing Queen,4NtUY5IGzHCaqfZemmAu56,1976,0.539,0.884,9,-6.53,1,0.0403,0.00166,0.76,0.752,100.812,230693,4
211,Luke Bryan,Crash My Party,Play It Again,03fT3OHB9KyMtGMt2zwqCT,2013-01-01,0.506,0.886,11,-3.225,1,0.0655,0.0,0.0734,0.595,143.935,226867,4
212,Panic! At The Disco,A Fever You Can't Sweat Out,But It's Better If You Do,2ZqTtndqAZDRAWw2vgZwQK,2005-09-27,0.467,0.848,9,-3.063,0,0.0716,0.0,0.29,0.674,170.038,205752,4
213,Justin Bieber,Believe (Deluxe Edition),As Long As You Love Me,0pwYLVXVknPSGUQb39cePC,2012-06-15,0.571,0.873,0,-3.382,0,0.1,0.0,0.361,0.613,139.691,229467,4
214,GROUPLOVE,Never Trust a Happy Song,Tongue Tied,0GO8y8jQk1PkHzS31d699N,2011-09-02,0.56,0.936,3,-5.835,1,0.0439,0.0,0.161,0.371,112.96,218013,4
215,MAX,Hell's Kitchen Angel,Gibberish (feat. Hoodie Allen),0MtMx5gt6kM2W7tD26Jp5H,2016-04-08,0.508,0.651,8,-4.838,1,0.376,0.0,0.29,0.601,84.02,203040,4
216,Lana Del Rey,Born To Die - The Paradise Edition,Summertime Sadness,3BJe4B8zGnqEdQPMvfVjuS,2012-01-01,0.565,0.654,1,-6.826,0,0.0335,1.8e-06,0.122,0.235,111.968,265427,4
217,Green Day,Holiday,Holiday,5vfjUAhefN7IjHbTvVCT4Z,2005-03-30,0.538,0.884,8,-3.251,1,0.031,0.0,0.466,0.736,146.511,233027,4
218,Cage The Elephant,Cage The Elephant (Expanded Edition),Ain't No Rest for the Wicked,3Pzh926pXggbMe2ZpXyMV7,2009-03-24,0.636,0.849,0,-7.075,1,0.106,0.0,0.372,0.917,156.036,175493,4
219,Stellar,Ashes,Ashes,3Pj6u2KTgepyyidp5xfbHp,2020-05-03,0.712,0.568,5,-7.864,0,0.0546,0.0,0.169,0.46,130.019,166356,4
220,Zendaya,Zendaya,Replay,7d1CFwrBmH34gmS0Hkbfbt,2013-01-01,0.688,0.723,6,-6.682,0,0.121,0.0002,0.302,0.618,140.023,209187,4
221,Destiny's Child,The Writing's On The Wall,Say My Name,2gSyc23Hua25fqSFpgAh6W,1999-09-07,0.522,0.676,5,-3.571,0,0.16,0.0,0.134,0.746,67.427,271333,4
222,Florence + The Machine,Lungs (Deluxe Edition),Dog Days Are Over,1YLJVmuzeM2YSUkCCaTNUB,2009,0.492,0.81,7,-5.315,1,0.0847,0.00379,0.117,0.245,149.954,251840,4
223,Eagles,Hotel California (2013 Remaster),Hotel California - 2013 Remaster,40riOy7x9W7GXjyGp4pjAv,1976-12-08,0.579,0.508,2,-9.484,1,0.027,0.000494,0.0575,0.609,147.125,391376,4
224,Post Malone,beerbongs & bentleys,Better Now,7dt6x5M1jzdTEt8oCbisTK,2018-04-27,0.68,0.578,10,-5.804,1,0.04,0.0,0.135,0.341,145.038,231267,4
225,Katy Perry,Teenage Dream,California Gurls,6KOEK6SeCEZOQkLj5M1PxH,2010-01-01,0.788,0.753,0,-3.71,1,0.0536,0.0,0.18,0.403,125.005,234653,4
226,Michael Jackson,Number Ones,Dirty Diana,6JZYMxvcoeLD4IifJPvDux,1979,0.741,0.799,3,-4.56,1,0.062,0.000795,0.421,0.348,131.383,280600,4
227,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,Na Na Na (Na Na Na Na Na Na Na Na Na),5BB0Jzw60KyfSTyjJqtely,2010-11-05,0.411,0.986,8,-2.522,0,0.0583,0.00148,0.371,0.649,165.981,205960,4
228,Rihanna,ANTI (Deluxe),Desperado,4mCf3vQf7z0Yseo0RxAi3V,2016-01-28,0.685,0.61,0,-5.221,0,0.0439,0.0,0.102,0.323,94.384,186467,3
229,The Offspring,"Rise And Fall, Rage And Grace","You're Gonna Go Far, Kid",6TfBA04WJ3X1d1wXhaCFVT,2008-06-17,0.55,0.917,0,-3.159,1,0.0638,0.0,0.197,0.601,126.115,177827,4
230,Olivia Rodrigo,drivers license,drivers license,7lPN2DXiMsVn7XUKtOW1CS,2021-01-08,0.585,0.436,10,-8.761,1,0.0601,1.31e-05,0.105,0.132,143.874,242014,4
231,Labrinth,Euphoria (Original Score from the HBO Series),Formula,6EtKlIQmGPB9SX8UjDJG5s,2019-10-04,0.574,0.664,11,-6.068,1,0.0409,0.0553,0.146,0.226,144.654,91870,4
232,Arctic Monkeys,AM,Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,2013-09-09,0.548,0.532,5,-7.596,1,0.0323,0.000263,0.217,0.405,85.03,272394,4
233,Fall Out Boy,Infinity On High,"This Ain't A Scene, It's An Arms Race",1oagRT7LfpVlNJN6FSZDGp,2007-01-01,0.435,0.887,9,-4.07,1,0.0636,0.0,0.0327,0.408,199.935,212040,4
234,Various Artists,Paradas Continuas,Funky Town,7723JnKU2R15Iv4T7OJrly,2009-10-20,0.906,0.63,0,-8.071,1,0.0575,0.616,0.0994,0.342,122.458,239253,4
235,Linkin Park,LIVING THINGS,BURN IT DOWN,7oVEtyuv9NBmnytsCIsY5I,2012-06-19,0.585,0.972,9,-4.45,0,0.0534,0.0,0.0707,0.585,110.006,230253,4
236,Ava Max,Heaven & Hell,My Head & My Heart,1KixkQVDUHggZMU9dUobgm,2020-09-18,0.614,0.934,9,-3.709,0,0.07,0.0,0.121,0.436,116.001,174760,4
237,Rixton,Let The Road,Me And My Broken Heart,1oew3nFNY3vMacJAsvry0S,2014-01-01,0.545,0.783,5,-4.261,0,0.0345,0.0,0.132,0.551,174.084,193733,4
238,Selena Gomez,Lose You To Love Me,Lose You To Love Me,1HfMVBKM75vxSfsQ5VefZ5,2019-10-23,0.505,0.34,4,-9.005,1,0.0438,0.0,0.21,0.0916,101.993,206459,4
239,Nelly Furtado,Loose,Maneater,1M9uq2yCiOhsO6BFozo2OE,2006-01-01,0.792,0.77,6,-4.811,1,0.0392,0.000194,0.122,0.732,132.793,258840,4
240,Bruno Mars,Leave The Door Open,Leave The Door Open,7MAibcTli4IisCtbHKrGMh,2021-03-05,0.586,0.616,5,-7.964,1,0.0324,0.0,0.0927,0.719,148.088,242096,4
241,alt-J,This Is All Yours,Left Hand Free,4iEOVEULZRvmzYSZY2ViKN,2014-09-22,0.697,0.877,3,-4.465,1,0.0462,0.00943,0.083,0.802,101.99,173631,4
242,Bruno Mars,It Will Rain,It Will Rain,4rMNgxEwGWoPHIUcvB5BrB,2011-09-27,0.574,0.824,2,-6.885,1,0.0463,0.0,0.0816,0.434,149.981,257848,4
243,Avicii,True,Wake Me Up,0nrRP2bk19rLc0orkWPQk2,2013-01-01,0.532,0.783,2,-5.697,1,0.0523,0.0012,0.161,0.643,124.08,247427,4
244,Billie Eilish,Happier Than Ever,Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8,2021-07-30,0.332,0.225,0,-8.697,1,0.0348,0.00349,0.128,0.297,81.055,298899,3
245,Måneskin,Chosen,Beggin',3Wrjm47oTz2sjIgck11l5e,2017-12-08,0.714,0.8,11,-4.808,0,0.0504,0.0,0.359,0.589,134.002,211560,4
246,Doja Cat,Planet Her,Need to Know,3Vi5XqYrmQgOYBajMWSvCi,2021-06-25,0.664,0.609,1,-6.509,1,0.0707,0.0,0.0926,0.194,130.041,210560,4
247,Chase Atlantic,Paradise EP,Slow Down,5lT5IZWW3JQErXELJpQgJ9,2016-12-20,0.477,0.788,10,-4.46,1,0.0362,1.78e-06,0.294,0.255,129.967,212093,4
248,Michael Bublé,Michael Bublé,Sway,2ajUl8lBLAXOXNpG4NEPMz,2003,0.713,0.639,2,-5.529,0,0.0313,0.0,0.0878,0.737,125.959,188067,4
249,My Chemical Romance,The Black Parade,Teenagers,7j31rVgGX9Q2blT92VBEA0,2006-10-23,0.463,0.857,4,-3.063,1,0.0632,0.0,0.184,0.856,111.647,161920,4
250,Victorious Cast,Victorious 2.0: More Music From The Hit TV Show (feat. Victoria Justice),Take A Hint (feat. Victoria Justice & Elizabeth Gillies),1T20tqHKrePjszGOdbFOEd,2012-06-05,0.727,0.86,3,-2.712,1,0.0641,0.0,0.0718,0.747,133.995,154000,4
251,Arctic Monkeys,AM,Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,2013-09-09,0.691,0.631,2,-6.478,1,0.0368,1.13e-05,0.104,0.8,92.004,161124,4
252,Miley Cyrus,Heart Of Glass / Midnight Sky,Heart Of Glass (Live from the iHeart Festival),5i7ThJfYLAzp2DyZuFpF6j,2020-09-29,0.58,0.908,4,-5.303,1,0.0341,4.84e-05,0.087,0.427,115.016,213672,4
253,Tame Impala,Currents,The Less I Know The Better,6K4t31amVTZDgR3sKmwUJJ,2015-07-17,0.64,0.74,4,-4.083,1,0.0284,0.00678,0.167,0.785,116.879,216320,4
254,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),505,58ge6dfP91o9oXMzq3XkIS,2007-04-24,0.52,0.852,0,-5.866,1,0.0543,5.79e-05,0.0733,0.234,140.267,253587,4
255,Rihanna,Unapologetic (Deluxe),Pour It Up,76VtA90NKurNqaQpV126Ue,2012-12-11,0.785,0.478,2,-8.735,1,0.0419,0.0,0.0901,0.39,134.002,161200,4
256,Linkin Park,Hybrid Theory (Bonus Edition),In the End,60a0Rd6pjrkxjPbaKzXjfq,2000,0.556,0.864,3,-5.87,0,0.0584,0.0,0.209,0.4,105.143,216880,4
257,Bee Gees,Greatest,Stayin' Alive,3mRM4NM8iO7UBqrSigCQFH,1979-01-01,0.703,0.826,10,-7.179,0,0.0341,0.00629,0.179,0.945,103.564,285373,4
258,Green Day,American Idiot (Deluxe),Wake Me up When September Ends,3479kk78dx3GFt048Udq54,2004-09-21,0.546,0.814,7,-5.146,1,0.0314,0.0,0.0972,0.146,104.98,285653,4
259,Doja Cat,Planet Her (Deluxe),Ain't Shit,2VT56hhAcF0D3lGx9PUthf,2021-06-27,0.855,0.488,3,-4.601,1,0.208,0.0,0.347,0.619,124.097,174253,4
260,Alex Clare,The Lateness Of The Hour,Too Close,4sK96UnGx3NjBaqvfTG2dm,2011,0.584,0.712,11,-4.311,0,0.0395,1.05e-06,0.114,0.286,126.043,256560,4
261,Dove Cameron,Boyfriend,Boyfriend,59CfNbkERJ3NoTXDvoURjj,2022-02-11,0.345,0.612,7,-6.543,0,0.0608,0.0,0.194,0.232,179.773,153000,3
262,Katy Perry,One Of The Boys,I Kissed A Girl,14iN3o8ptQ8cFVZTEmyQRV,2008-06-17,0.699,0.76,5,-3.173,1,0.0677,0.0,0.132,0.696,129.996,179640,4
263,Rae Sremmurd,SremmLife,This Could Be Us,4jTiyLlOJVJj3mCr7yfPQD,2015-01-06,0.732,0.69,0,-4.992,0,0.134,0.0,0.116,0.758,143.072,206307,4
264,Eminem,Recovery,Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,2010-06-18,0.749,0.925,10,-5.034,1,0.227,0.0,0.52,0.641,86.989,263373,4
265,Paramore,Decode,Decode,1ZLtE9tSJdaUiIJ9YoKHQe,2008-11-04,0.28,0.87,10,-4.219,0,0.0592,0.00608,0.101,0.284,164.057,261960,4
